building_start_year,district,estate,house_id,housing_area,housing_status,metro,orientation,price,rental_mode,rooms,shi,ting,title,total_floor,wei,zone
2011,江干区,圣奥领寓,1.03103E+11,153,暂无数据,暂无数据,西南,5000,暂无数据,4室2厅2卫,4,2,圣奥领寓 4室2厅 5000元,17,2,九堡
2017,江干区,雍和府,1.03103E+11,110.54,暂无数据,距地铁1号线(临平-湘湖)七堡1124米,南,6450,暂无数据,4室2厅2卫,4,2,雍和府 4室2厅 6450元,17,2,九堡
2005,江干区,三里新城兰苑,1.03103E+11,89,暂无数据,距地铁1号线(临平-湘湖)闸弄口1024米,南,4000,暂无数据,3室1厅1卫,3,1,三里新城兰苑 3室1厅 4000元,6,1,三里亭
2016,江干区,中豪七格,1.03103E+11,39.32,暂无数据,暂无数据,北,3000,暂无数据,1室1厅1卫,1,1,中豪七格 1室1厅 3000元,23,1,工业园南
2015,江干区,保利罗兰香谷,1.03103E+11,89.87,暂无数据,暂无数据,南,2500,暂无数据,3室1厅2卫,3,1,保利罗兰香谷 3室1厅 2500元,17,2,丁桥
1999,江干区,建塘家苑,1.03103E+11,70,暂无数据,暂无数据,南,2800,暂无数据,2室1厅1卫,2,1,建塘家苑 2室1厅 2800元,15,1,丁桥
2012,江干区,广宇上东名筑,1.03103E+11,89,暂无数据,暂无数据,南 北,3500,暂无数据,3室1厅2卫,3,1,广宇上东名筑 3室1厅 3500元,16,2,丁桥
2009,江干区,东港嘉苑三区,1.03103E+11,86,暂无数据,暂无数据,南,4800,暂无数据,2室2厅1卫,2,2,东港嘉苑三区 2室2厅 4800元,16,1,火车东站
2010,江干区,后珠家苑,1.03103E+11,104,目前闲置,暂无数据,南,3700,整租,3室2厅2卫  整租,3,2,后珠家苑 3室2厅 3700元,6,2,丁桥
2010,江干区,红街公寓,1.03103E+11,85,目前闲置,距地铁4号线新风1106米,南,4500,整租,2室1厅1卫  整租,2,1,红街公寓 2室1厅 4500元,18,1,火车东站
2016,江干区,金色黎明三期,1.03103E+11,139,目前闲置,暂无数据,东 南,8000,整租,3室2厅2卫  整租,3,2,自住装修，拎包入住，适合一家人居住，比较温馨,16,2,笕桥
2007,江干区,新江花园,1.03104E+11,94,目前出租,距地铁1号线(临平-湘湖)客运中心1033米,南,5000,合租,3室1厅1卫  合租,3,1,新江花园 3室1厅 5000元,6,1,九堡
2009,江干区,左邻右舍,1.03103E+11,99.96,目前闲置,距地铁1号线(临平-湘湖)客运中心684米,南,4600,整租,2室2厅1卫  整租,2,2,左邻右舍精装2房 拎包入住 看房方便,18,1,九堡
2010,江干区,红街公寓,1.03103E+11,115,暂无数据,距地铁4号线新风789米,南,7180,暂无数据,3室2厅3卫,3,2,红街公寓 3室2厅 7180元,18,3,火车东站
2018,江干区,滨江德信东方星城,1.03103E+11,120,暂无数据,暂无数据,南,9500,暂无数据,4室2厅2卫,4,2,滨江德信东方星城 4室2厅 9500元,17,2,城东新城
2016,江干区,金色黎明三期,1.03103E+11,90,暂无数据,暂无数据,东南,6000,暂无数据,3室2厅1卫,3,2,金色黎明三期 3室2厅 6000元,16,1,笕桥
2015,江干区,郡枫绿园西区,1.03103E+11,63,暂无数据,暂无数据,南 北,2800,暂无数据,2室1厅1卫,2,1,郡枫绿园西区 2室1厅 2800元,16,1,丁桥
2011,江干区,天阳观筑,1.03103E+11,89,目前出租,暂无数据,南,2300,整租,3室1厅1卫  整租,3,1,高楼层，采光好，房间大，客厅宽，东西多，能容下。,17,1,丁桥
2000,江干区,新城市广场,1.03104E+11,40.2,暂无数据,距地铁2号线庆春广场751米,南,3200,暂无数据,1室1厅1卫,1,1,新城市广场 1室1厅 3200元,30,1,南肖埠
2016,江干区,置鼎明珠1号,1.03103E+11,45,暂无数据,暂无数据,南 北,3200,整租,2室1厅1卫  整租,2,1,置鼎明珠1号 2室1厅 3200元,8,1,丁桥
2016,江干区,金色黎明三期,1.03103E+11,89.56,目前闲置,暂无数据,南,5500,整租,3室2厅1卫  整租,3,2,金色黎明三期开发商装修小三房。,16,1,笕桥
2018,江干区,恒祺克拉天玺,1.03103E+11,19.1,目前闲置,距地铁1号线(临平-湘湖)火车东站541米,南,3100,整租,1室0厅1卫  整租,1,0,恒祺克拉天玺 1室0厅 3100元,15,1,火车东站
2011,江干区,金雅苑社区,1.03103E+11,85.08,目前闲置,距地铁1号线(临平-湘湖)客运中心630米,南,4700,整租,2室1厅1卫  整租,2,1,客运中 心地铁口精装修两房，适合一家人居住,13,1,九堡
2014,江干区,新中宇维萨,1.03103E+11,110,暂无数据,距地铁1号线(临平-湘湖)彭埠377米,南 北,6300,暂无数据,2室2厅1卫,2,2,新中宇维萨 2室2厅 6300元,17,1,城东新城
2017,江干区,雍和府,1.03103E+11,89.31,目前闲置,距地铁1号线(临平-湘湖)七堡1151米,南,3500,整租,3室1厅2卫  整租,3,1,雍和府 3室1厅 3500元,17,2,九堡
2011,江干区,世茂江滨商业中心,1.03103E+11,52.41,目前出租,距地铁地铁1号线(下沙江滨-湘湖)下沙江滨509米,南,2800,整租,1室1厅1卫  整租,1,1,杭州下沙江边一号线地铁口世茂广场拎包入住配套齐全,28,1,沿江南
2012,江干区,广宇上东名筑,1.03103E+11,89,暂无数据,暂无数据,南,3300,暂无数据,4室1厅1卫,4,1,广宇上东名筑 4室1厅 3300元,16,1,丁桥
2006,江干区,长睦邻里人家西苑,1.03103E+11,89.1,暂无数据,暂无数据,南 北,2400,暂无数据,3室2厅1卫,3,2,长睦邻里人家西苑 3室2厅 2400元,16,1,丁桥
2008,江干区,伊萨卡国际城浩泽园,1.03103E+11,88,暂无数据,距地铁地铁1号线(下沙江滨-湘湖)下沙江滨600米,南,3800,暂无数据,2室1厅1卫,2,1,伊萨卡国际城浩泽园 2室1厅 3800元,34,1,沿江北
2000,江干区,笕桥花苑,1.03103E+11,111.72,目前出租,暂无数据,南,5000,整租,3室1厅2卫  整租,3,1,实际的房屋面积比您看到的还要大 拎包入住！！,6,2,笕桥
2010,江干区,保利湾天地,1.03103E+11,47,目前闲置,暂无数据,东,3000,整租,2室2厅2卫  整租,2,2,保利湾天地精装小跃层，家具家电齐全，随时入住,17,2,沿江南
1989,江干区,夕照新村,1.03104E+11,52.13,暂无数据,暂无数据,南,4500,暂无数据,2室1厅1卫,2,1,夕照新村 2室1厅 4500元,6,1,四季青
1993,江干区,观音塘小区,1.03104E+11,59.81,暂无数据,距地铁4号线市民中心1058米,南,5200,暂无数据,3室1厅1卫,3,1,观音塘小区 3室1厅 5200元,6,1,四季青
2014,江干区,新中宇维萨,1.03103E+11,89,暂无数据,距地铁1号线(临平-湘湖)彭埠377米,南,5500,暂无数据,2室2厅1卫,2,2,新中宇维萨，双地铁，出行便利，配套完善,17,1,城东新城
2007,江干区,梦琴湾,1.03103E+11,180,暂无数据,距地铁地铁1号线(下沙江滨-湘湖)云水829米,南,5000,暂无数据,3室2厅1卫,3,2,梦琴湾 3室2厅 5000元,39,1,沿江北
2011,江干区,金沙湖1号,1.03104E+11,60,暂无数据,距地铁地铁1号线(下沙江滨-湘湖)金沙湖438米,南,4500,暂无数据,2室2厅2卫,2,2,金沙湖1号 2室2厅 4500元,19,2,金沙湖
2000,江干区,南肖埠景和苑,1.03103E+11,98.35,暂无数据,距地铁2号线庆菱路761米,南,7000,暂无数据,3室1厅1卫,3,1,南肖埠景和苑 3室1厅 7000元,7,1,南肖埠
2014,江干区,滨江凯旋门,1.03104E+11,87,暂无数据,距地铁2号线庆菱路438米,南,8500,暂无数据,2室2厅1卫,2,2,滨江凯旋门 2室2厅 8500元,16,1,采荷
2004,江干区,大世界五金城,1.03103E+11,80,暂无数据,暂无数据,南 北,3500,暂无数据,2室2厅1卫,2,2,大世界五金城 2室2厅 3500元,5,1,笕桥
2016,江干区,万科公园大道,1.03103E+11,90,目前闲置,暂无数据,南,5900,整租,3室2厅1卫  整租,3,2,开发商精装修，采光好，拎包入住,17,1,笕桥
2014,下沙区,宝龙城市广场,1.03103E+11,42,目前闲置,暂无数据,西南,3600,整租,3室1厅1卫  整租,3,1,宝龙城市广场，房东自住。精品保障，拎包入住，,23,1,高教园区东
2009,江干区,朗诗国际街区,1.03103E+11,80.85,目前闲置,距地铁地铁1号线(下沙江滨-湘湖)云水1055米,南 北,3300,整租,2室2厅1卫  整租,2,2,朗诗国际，LOFT2房，南北通透，拎包入住，户型舒适。,32,1,沿江北
2010,江干区,龙湖滟澜山丽轩一期,1.03103E+11,79.14,目前自住,距地铁地铁1号线(下沙江滨-湘湖)金沙湖585米,南,5700,整租,2室1厅1卫  整租,2,1,龙湖一期 房东自住房屋 两室朝南 采光好,23,1,金沙湖
2006,江干区,金牛坊,1.03103E+11,60,暂无数据,距地铁2号线庆菱路462米,南,4800,暂无数据,2室1厅1卫,2,1,金牛坊 2室1厅 4800元,21,1,采荷
2017,江干区,东亚新干线,1.03103E+11,63.92,暂无数据,距地铁1号线(临平-湘湖)彭埠609米,东,5000,暂无数据,2室2厅1卫,2,2,东亚新干线 2室2厅 5000元,11,1,城东新城
1999,江干区,建塘家苑,1.03103E+11,63,暂无数据,暂无数据,南,2500,暂无数据,2室1厅1卫,2,1,建塘家苑 2室1厅 2500元,14,1,丁桥
2018,江干区,龙湖武林九里,1.03103E+11,90,暂无数据,暂无数据,南,4300,暂无数据,3室2厅2卫,3,2,龙湖武林九里 3室2厅 4300元,17,2,丁桥
2016,江干区,浙商国际中心,1.03103E+11,64.42,目前出租,暂无数据,南,3800,整租,2室1厅1卫  整租,2,1,浙商国际，单身或者情侣居住，居住舒爽,13,1,笕桥
2009,江干区,铭和苑新荷坊,1.03103E+11,87,目前闲置,距地铁地铁1号线(下沙江滨-湘湖)金沙湖1079米,南,3900,整租,2室2厅1卫  整租,2,2,铭和苑新荷坊 2室2厅 3900元,16,1,金沙湖
2010,江干区,九月庭院,1.03103E+11,130,暂无数据,暂无数据,南,5200,整租,4室1厅2卫  整租,4,1,九月庭院 4室1厅 5200元,25,2,九堡
2002,江干区,万家花园家和苑,1.03103E+11,137,暂无数据,距地铁4号线新风657米,南,7300,暂无数据,3室2厅2卫,3,2,万家花园家和苑 3室2厅 7300元,11,2,闸弄口
2006,江干区,采荷人家,1.03103E+11,137,暂无数据,距地铁2号线庆春广场373米,东南,12000,暂无数据,3室2厅2卫,3,2,采荷人家 3室2厅 12000元,11,2,采荷
2009,江干区,东港嘉苑三区,1.03103E+11,89,暂无数据,暂无数据,南 北,4800,暂无数据,2室2厅1卫,2,2,东港嘉苑三区 2室2厅 4800元,16,1,火车东站
2010,江干区,冠宇隽园,1.03103E+11,89,目前闲置,暂无数据,南 北,2900,整租,3室2厅1卫  整租,3,2,冠宇隽园 3室2厅 2900元,16,1,丁桥
2015,江干区,天阳尚城国际一期,1.03103E+11,100,目前出租,暂无数据,南,6000,整租,3室1厅2卫  整租,3,1,天阳尚城国际一期 3室1厅 6000元,15,2,火车东站
2011,江干区,世茂江滨商业中心,1.03103E+11,100.8,目前闲置,距地铁地铁1号线(下沙江滨-湘湖)下沙江滨509米,南,3900,整租,2室1厅1卫  整租,2,1,世茂广场 地铁口上 大2房 舒适干净 随时入住,28,1,沿江南
2012,江干区,万科草庄,1.03103E+11,89,目前闲置,暂无数据,南,5900,整租,3室2厅1卫  整租,3,2,89方边套户型，两房朝南，随时入住。,16,1,笕桥
2009,江干区,金沙居,1.03103E+11,46.21,目前闲置,距地铁地铁1号线(下沙江滨-湘湖)云水621米,南,2100,整租,1室1厅1卫  整租,1,1,金沙居可短租，拎包入住，朝南采光好,18,1,高教园区东
1991,江干区,采荷小区翠柳邨,1.03103E+11,39,暂无数据,距地铁2号线庆菱路476米,南,3500,暂无数据,1室1厅1卫,1,1,采荷小区翠柳邨 1室1厅 3500元,6,1,采荷
2010,江干区,保利湾天地,1.03104E+11,73,目前出租,暂无数据,南,3000,整租,2室2厅2卫  整租,2,2,保利湾天地，开发商统一装修，73方两房两卫。,33,2,沿江南
2000,江干区,丁桥景园南苑,1.03103E+11,78,暂无数据,暂无数据,南,2600,暂无数据,2室1厅1卫,2,1,丁桥景园南苑 2室1厅 2600元,16,1,丁桥
2005,江干区,锦江半岛,1.03103E+11,237.27,目前闲置,暂无数据,南,8000,整租,7室2厅3卫  整租,7,2,小区位置好，一线江景房，楼层好，业主诚心出租。,4,3,九堡
2012,江干区,北城枫景园,1.03103E+11,62,暂无数据,暂无数据,南 北,1800,暂无数据,2室1厅1卫,2,1,城枫景园62平两房，价格便宜，采光好。,17,1,丁桥
2018,江干区,城发云锦城,1.03103E+11,113,暂无数据,暂无数据,南 北,3500,暂无数据,3室2厅2卫,3,2,城发云锦城 3室2厅 3500元,23,2,丁桥
2016,江干区,置鼎明珠1号,1.03103E+11,45,目前闲置,暂无数据,南,2500,整租,2室1厅1卫  整租,2,1,丁桥loft上下两层精装公寓 丁兰广场 两房 小户型,8,1,丁桥
1988,江干区,机神新村,1.03103E+11,56.33,暂无数据,距地铁1号线(临平-湘湖)闸弄口345米,南,3800,暂无数据,2室1厅1卫,2,1,机神新村 2室1厅 3800元,7,1,闸弄口
2012,江干区,万科草庄,1.03104E+11,89,目前闲置,暂无数据,南,5000,整租,1室1厅1卫  整租,1,1,开发商精装修，南北通透，大开间,16,1,笕桥
1996,江干区,三里亭苑三区,1.03103E+11,51.39,目前闲置,暂无数据,南 北,2800,整租,2室1厅1卫  整租,2,1,三里亭苑三区 2室1厅 2800元,7,1,三里亭
2017,江干区,三堡东苑,1.03103E+11,73.9,目前闲置,暂无数据,南 北,4800,整租,2室1厅1卫  整租,2,1,与粗糙的生活说不，精致从今天开始。,18,1,景芳
2011,江干区,世茂江滨商业中心,1.03103E+11,53,暂无数据,距地铁地铁1号线(下沙江滨-湘湖)下沙江滨456米,东南,2800,暂无数据,1室1厅1卫,1,1,世茂江滨商业中心 1室1厅 2800元,28,1,沿江南
2016,江干区,宋都时间国际,1.03103E+11,41.17,暂无数据,暂无数据,南,3800,暂无数据,2室1厅1卫,2,1,宋都时间国际 2室1厅 3800元,13,1,城东新城
2018,江干区,龙湖武林九里,1.03103E+11,130,暂无数据,暂无数据,南,5300,暂无数据,4室2厅2卫,4,2,龙湖武林九里 4室2厅 5300元,8,2,丁桥
2018,江干区,城发云锦城,1.03103E+11,120,目前闲置,暂无数据,东 南,2500,整租,3室2厅2卫  整租,3,2,三房两卫的毛坯房，房东诚心出租的。,23,2,丁桥
2016,江干区,中海御道,1.03103E+11,128.74,暂无数据,暂无数据,南 北,11000,暂无数据,3室2厅2卫,3,2,中海御道 3室2厅 11000元,35,2,钱江新城
2005,江干区,水岸帝景,1.03103E+11,101,暂无数据,暂无数据,东南,10500,暂无数据,2室1厅1卫,2,1,水岸帝景 2室1厅 10500元,32,1,钱江新城
2016,江干区,泰美国际大厦,1.03104E+11,48,暂无数据,距地铁地铁1号线(下沙江滨-湘湖)下沙西544米,南,3600,暂无数据,2室1厅1卫,2,1,泰美国际大厦 2室1厅 3600元,22,1,金沙湖
2005,江干区,下沙文汇苑,1.03103E+11,155.27,目前闲置,距地铁地铁1号线(下沙江滨-湘湖)文泽路824米,南,6000,整租,3室2厅2卫  整租,3,2,房子目前在装修中，装修需要两个月时间，,19,2,高教园区西
暂无数据,江干区,同协雅苑,1.03103E+11,65,目前闲置,暂无数据,南 北,2500,整租,2室1厅1卫  整租,2,1,同协雅苑 2室1厅 2500元,18,1,丁桥
2010,江干区,保利东湾,1.03103E+11,89.16,暂无数据,暂无数据,南 北,3500,暂无数据,3室1厅1卫,3,1,保利东湾 3室1厅 3500元,35,1,沿江南
2016,江干区,泰美国际大厦,1.03104E+11,50.83,暂无数据,距地铁地铁1号线(下沙江滨-湘湖)下沙西544米,南,3500,暂无数据,1室1厅1卫,1,1,泰美国际大厦 1室1厅 3500元,22,1,金沙湖
2011,江干区,世茂江滨商业中心,1.03104E+11,47,暂无数据,距地铁地铁1号线(下沙江滨-湘湖)下沙江滨635米,南,2500,暂无数据,1室1厅1卫,1,1,世茂江滨商业中心 1室1厅 2500元,28,1,沿江南
2009,拱墅区,吉如家园,1.03103E+11,68,目前闲置,暂无数据,南,3500,整租,2室1厅1卫  整租,2,1,吉如家园 2室1厅 3500元,25,1,桥西
1998,拱墅区,大关南三苑,1.03103E+11,68,暂无数据,暂无数据,南,4000,暂无数据,3室1厅1卫,3,1,大关南三苑 3室1厅 4000元,7,1,大关
2013,江干区,金色黎明二期,1.03103E+11,89,暂无数据,暂无数据,南,5500,暂无数据,3室1厅1卫,3,1,金色黎明二期 3室1厅 5500元,16,1,笕桥
2018,江干区,中豪国际,1.03104E+11,57,暂无数据,距地铁1号线(临平-湘湖)彭埠639米,南,5000,暂无数据,2室2厅1卫,2,2,中豪国际 2室2厅 5000元,14,1,城东新城
2009,江干区,金基晓庐,1.03103E+11,131.27,暂无数据,距地铁4号线江锦路1167米,南,12000,暂无数据,3室1厅2卫,3,1,金基晓庐 3室1厅 12000元,30,2,钱江新城
2016,江干区,置鼎明珠1号,1.03103E+11,45.7,暂无数据,暂无数据,南,3500,暂无数据,2室1厅1卫,2,1,置鼎明珠1号 2室1厅 3500元,8,1,丁桥
2012,江干区,万科草庄,1.03103E+11,89,暂无数据,暂无数据,南,5500,暂无数据,3室2厅1卫,3,2,万科草庄 3室2厅 5500元,16,1,笕桥
2017,江干区,新城红郡,1.03103E+11,89,暂无数据,暂无数据,南 北,3300,暂无数据,3室2厅1卫,3,2,新城红郡 3室2厅 3300元,24,1,丁桥
2013,江干区,新塘家园东区,1.03103E+11,137,目前闲置,距地铁4号线新塘813米,南 北,7500,整租,3室2厅2卫  整租,3,2,新塘家园东区 3室2厅 7500元,18,2,景芳
2016,江干区,泰美国际大厦,1.03104E+11,46,暂无数据,距地铁地铁1号线(下沙江滨-湘湖)下沙西544米,北,3200,暂无数据,1室1厅1卫,1,1,泰美国际大厦 1室1厅 3200元,22,1,金沙湖
暂无数据,江干区,同协雅苑,1.03103E+11,55,暂无数据,暂无数据,南 北,2400,暂无数据,2室1厅1卫,2,1,同协雅苑 2室1厅 2400元,18,1,丁桥
2010,江干区,保利湾天地二期,1.03104E+11,134,暂无数据,暂无数据,南,5500,暂无数据,4室2厅2卫,4,2,保利湾天地二期 4室2厅 5500元,28,2,沿江南
2014,拱墅区,顺发吉祥半岛,1.03103E+11,131.18,目前闲置,暂无数据,南 北,8000,整租,3室2厅2卫  整租,3,2,顺发吉祥半岛 3室2厅 8000元,25,2,桥西
2011,江干区,明桂南苑,1.03103E+11,75,暂无数据,距地铁4号线新风805米,南,4000,暂无数据,2室2厅1卫,2,2,明桂南苑 2室2厅 4000元,18,1,火车东站
2016,江干区,浙商国际中心,1.03103E+11,48,暂无数据,暂无数据,南,3500,暂无数据,1室1厅1卫,1,1,浙商国际中心 1室1厅 3500元,13,1,笕桥
2010,江干区,红街公寓,1.03104E+11,89,暂无数据,距地铁4号线新风1014米,南,5200,暂无数据,2室2厅1卫,2,2,红街公寓 2室2厅 5200元,18,1,火车东站
2009,江干区,丽江公寓,1.03103E+11,87.38,目前闲置,暂无数据,南 北,3900,整租,2室2厅1卫  整租,2,2,江景优质精装两房，可直接入住，采光南北通透 。,18,1,九堡
2013,江干区,克拉公馆,1.03103E+11,54.79,目前闲置,暂无数据,南,3300,整租,1室1厅1卫  整租,1,1,交通便利，干净小区，家具齐全，拎包入住,15,1,三里亭
1985,江干区,闸弄口新村,1.03103E+11,50.7,暂无数据,距地铁1号线(临平-湘湖)闸弄口1200米,南,3300,暂无数据,2室1厅1卫,2,1,闸弄口新村 2室1厅 3300元,6,1,闸弄口
2015,江干区,中企艮山府,1.03103E+11,210,暂无数据,暂无数据,南,14000,暂无数据,4室2厅3卫,4,2,大户型 一梯一户  小区宽敞  适合多人口家庭居住,23,3,景芳
1996,江干区,景芳三区,1.03103E+11,54,暂无数据,距地铁4号线景芳358米,南 北,4300,暂无数据,2室1厅1卫,2,1,景芳三区 2室1厅 4300元,7,1,景芳
